20,0.0,河北广川董子文化传播有限公司,,0,,,2009-07-28,2300.000000万人民币,王长春,李章彦,景县亿鑫铁塔集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,50.00%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,0,,,
21,0.0,河北建投交通投资有限责任公司,,117,26,段高升,2007-06-26,1364442.796200万人民币,河北建设投资集团有限责任公司,石家庄发展投资有限责任公司,承德市铁路建设投资有限公司,唐山建投交通投资有限公司,衡水市建设投资集团有限公司,邯郸市建设投资公司,邢台建投交通投资有限公司,沧州市建设投资集团有限公司,保定市建投交通服务有限公司,辛集市财政局,廊坊建设投资公司,唐山建设投资有限责任公司　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07%,未公开,未公开,,,,,,,,57.09%,,,,,,,,,,,55.23%,,,,,,,,,,,13.72%,,,,,,,,,,,5.13%,3.66%,2.80%,2.44%,2.34%,0.12%,0,林士炎,,
22,0.0,河北建筑设计研究院有限责任公司,10,1,3,李兆生,2006-09-19,2509.140000万人民币,王跃恩,习朝位,丛军,刘宝庆,封丁,马洪,王军,王海周,邢建涛,刘晓星,蒋群力,张震,王恒文,王智勇,冯立新,杨双喜,刘健,王将,李明杰,陈居奕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13%,1.13%,1.13%,1.13%,1.13%,1.13%,0.79%,0.79%,0.79%,0.79%,1.41%,0.79%,,,,,,,,,,1.41%,,,,,,,,,,,1.13%,,,,,,,,,,,1.13%,1.13%,1.13%,1.13%,1.13%,1.13%,0,郜刚,,69
23,0.0,河北金澳投资有限公司,,0,1,高群,2007-09-12,1000.000000万人民币,牟宝柱,杨世金,高群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00%,,,,,,,,,,,10.00%,,,,,,,,,,,10.00%,,,,,,,,,,,,,,,,,0,,,
24,0.0,河北美术学院,,90,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,25,3
25,0.0,河北省建设交通投资有限责任公司,,4,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
26,0.0,河北望都隆都投资管理有限公司,,0,1,,2013-10-30,1000.000000万人民币,望都县财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,孙洪立,,
27,0.0,河南博思特科技股份有限公司,,0,,,2012-11-22,2000万人民币,陈鹏飞,谢朝杰,张明明,张辉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,,,,,,,,,,,25.00%,,,,,,,,,,,20.00%,,,,,,,,,,,15.00%,,,,,,4,陈丙章,,
28,0.0,河南诚城投资有限公司,,0,4,,2011-07-08,10000万人民币,邓志军,张永利,邓志彬,邓志胜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.00%,,,,,,,,,,,5.00%,,,,,,,,,,,5.00%,,,,,,,,,,,5.00%,,,,,,0,邓志军,,
29,0.0,河南国医健康管理发展有限公司,,18,,,2017-01-23,20000万人民币,周口市中医院,河南光彩集团发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,陈晓东,,
30,0.0,河南宏锦源实业集团有限公司,1,5,5,朱光辉,2014-03-17,3001万人民币,朱光辉,冯雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00%,,,,,,,,,,,20.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
31,0.0,河南建开置业股份有限公司,1,137,2,,1996-06-25,10000万人民币,姜玉霞,庞镇文,崔静波,许娅珂,王福昌,王新征,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.00%,,,,,,,,,,,31.50%,,,,,,,,,,,1.00%,,,,,,,,,,,1.00%,1.00%,0.50%,,,,33,庞镇文,,
32,0.0,河南联顺食品有限公司,,0,,何永军,2007-08-09,500万人民币,何永军,王红云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
33,0.0,河南龙翔盛世文化发展有限公司,,0,,邰俊础,2014-12-11,5000万人民币,邰建明,邰俊础,邰俊基,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,24.50%,,,,,,,,,,,24.50%,,,,,,,,,,,,,,,,,0,,,
34,1.0,河南三建建设集团有限公司,42,32,13,张海民,2005-12-09,200000万人民币,张玉西,段光武,刘德民,白会民,李连勇,郭明建,朱维青,肖宝成,李世英,李东平,陈永建,李奇,李少卿,屈根喜,许敏,任红安,郭建民,于宪明,曲京涛,王永名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25%,1.25%,1.25%,未公开,1.00%,0.75%,0.75%,0.63%,0.44%,0.25%,3.31%,0.19%,,,,,,,,,,3.31%,,,,,,,,,,,3.31%,,,,,,,,,,,3.31%,3.31%,2.50%,2.00%,2.00%,1.50%,246,张超,36,117
35,0.0,河南省宏大建设工程有限公司,1,2,2,顿玉山,2002-01-23,10000.000000万人民币,河南省宏力集团有限公司,顿玉山,王香莲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.63%,,,,,,,,,,,25.27%,,,,,,,,,,,24.10%,,,,,,,,,,,,,,,,,5,,,13
36,0.0,河南新宇教育实业有限公司,,0,,,2012-11-06,1000万人民币,马卫星,马玉彩,王爱,王丽红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,,,,,,,,,,,20.00%,,,,,,,,,,,20.00%,,,,,,,,,,,20.00%,,,,,,97,,,
37,1.0,河南中城建设集团股份有限公司,5,0,8,张庆平,2004-06-06,10056万人民币,赵明,邵建民,王延娣,祖国强,李瑞香,时恩,赵汴秋,窦春新,胡清良,闫建峰,支彩霞,范钢建,郭善方,邓国友,王志彬,霍本立,尹建萍,关保国,何盼,韩顺新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33%,0.33%,0.22%,0.17%,0.17%,0.17%,0.07%,0.07%,0.05%,0.03%,3.84%,0.03%,,,,,,,,,,1.01%,,,,,,,,,,,0.73%,,,,,,,,,,,0.67%,0.67%,0.67%,0.33%,0.33%,0.33%,10,陈林,,34
38,1.0,核工业广州工程勘察院,,0,2,,1992-06-06,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,4
39,0.0,黑龙江国中水务股份有限公司,1,15,32,,1998-11-03,165393.5128万人民币,普通股2,普通股1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,尹峻,8,
40,0.0,横店集团东磁有限公司,,25,18,,1999-07-23,3000.000000万人民币,横店集团控股有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,厉宝平,148,
41,5.0,宏润建设集团股份有限公司,54,36,34,尹芳达,1994-12-29,110250.000000万人民币,无限售条件的流通股,有限售条件的流通股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,郑宏舫,132,8
42,2.0,湖北国新天汇能源有限公司,1,12,4,梅礼元,2010-04-22,11000.000000万人民币,国新天汇环境有限公司,骆民强,襄阳天汇创富环境科技中心,襄阳汇能天成投资管理中心,窦文龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.93%,,,,,,,,,,,20.00%,,,,,,,,,,,15.00%,,,,,,,,,,,10.00%,未公开,,,,,1,梅礼元,7,2
43,0.0,湖北华银实业集团有限公司,1,9,2,,1994-11-08,10000.000000万人民币,湖北盈信投资有限公司,四川华银联东投资控股有限公司,武汉东方金龙投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.50%,,,,,,,,,,,42.50%,,,,,,,,,,,15.00%,,,,,,,,,,,,,,,,,1,,,
44,0.0,湖北深业华银交通开发有限公司,,15,1,王敏远,2005-09-09,11000.000000万人民币,深圳市深业基建控股有限公司,平安信托有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王敏远,,
45,0.0,湖北省公路建设总公司,1,0,2,,1994-06-29,10668万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
46,0.0,湖北省交通投资集团有限公司,1,30,75,祝向军,2010-09-30,1000000.000000万人民币,湖北省人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,张嗣义,7,
47,0.0,湖北省投资公司,,54,32,,1991-12-29,11271万人民币,湖北省长江产业投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,
48,0.0,沪宁城际铁路股份有限公司,,139,,杨建中,2008-06-18,6185000万人民币,上海申铁投资有限公司,江苏交通控股有限公司,中国铁路上海局集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38%,,,,,,,,,,,26.74%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,2,应慧刚,2,
49,0.0,华电煤业集团有限公司,21,149,39,,2005-09-08,365714.285700万人民币,中国华电集团公司,华电国际电力股份有限公司,上海世富海华股权投资有限公司,贵州乌江水电开发有限责任公司,辽宁华电铁岭发电有限公司,华电福新能源股份有限公司,华电能源股份有限公司,陕西华电蒲城发电有限责任公司,河北华电石家庄热电有限公司,华电湖北发电有限公司,江苏华电扬州发电有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.02%,,,,,,,,,97.18%,,,,,,,,,,,0.83%,,,,,,,,,,,0.71%,,,,,,,,,,,0.34%,0.28%,0.28%,0.17%,0.11%,0.06%,5,王旺旺,49,
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,华晋焦煤有限责任公司,9,19,12,,2001-02-23,83048.623565万人民币,山西焦煤集团有限责任公司,中国中煤能源股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,张龙生,12,
1,0.0,华能国际电力开发公司,23,19,26,李世棋,1985-06-08,45000 万美元,中国华能集团公司,尚华投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.00%,,,,,,,,,,,25.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,曹培玺,18,1
2,0.0,华润新能源投资有限公司,2,2,7,张沈文,2011-05-05,8200.000000万美元,华润电力新能源投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,胡敏,,
3,0.0,淮南矿业集团,23,35,2,,2005-12-29,"381,832万人民币",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,8,2
4,3.0,惠州市道路桥梁勘察设计院,,0,,叶玉诚,2001-12-07,600万人民币,叶玉诚,温济明,曹云强,周继强,卿卫华,陈乃浪,陶启粦,朱卫星,李剑兰,卢晓敏,戴利文,钟跃新,谢运清,李经伟,肖燕,陈晓红,魏雪冬,李月秀,刘建伦,赫卫光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01%,2.01%,1.61%,1.61%,1.61%,1.31%,1.31%,1.31%,1.01%,1.01%,12.07%,1.01%,,,,,,,,,,8.05%,,,,,,,,,,,8.05%,,,,,,,,,,,8.05%,8.05%,4.02%,2.01%,2.01%,2.01%,0,叶玉诚,,21
5,0.0,惠州市惠城区机电排灌管理总站,,0,,,,26.7万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,14
6,0.0,惠州市交通投资集团有限公司,,2,11,张国伟,2012-11-23,15000.000000万人民币,惠州市人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,张国伟,,
7,4.0,惠州市水电建筑工程有限公司,25,11,9,郑海强,1986-05-09,153866.0578万人民币,广东粤财信托有限公司,惠州市水务投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43%,,,,,,,,,,,6.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,郑海强,5,61
8,0.0,吉林省高速公路集团有限公司,2,119,25,,2010-06-17,270000.000000万人民币,吉林省吉盛资产管理有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,毕忠德,,12
9,0.0,吉林市新北污水处理有限公司,,0,,贾华,2015-01-09,2000.000000万人民币,吉林市新北水务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,邱鹏,,
10,0.0,嘉信力合（中国）环境技术有限公司,,0,1,,2001-08-23,3960.6 万人民币,北京源拓力商贸有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,张利刚,,
11,0.0,江苏交通控股有限公司,,407,77,常青,1993-03-05,1680000.000000万人民币,江苏省人民政府,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,蔡任杰,1,
12,4.0,江西中煤建设集团有限公司,69,27,40,张明锋,2001-08-09,50000.0002万人民币,江西华昌企业发展有限责任公司,刘国玉,许权耀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.74%,,,,,,,,,,,33.26%,,,,,,,,,,,12.00%,,,,,,,,,,,,,,,,,56,张明锋,16,83
13,0.0,锦峰集团有限公司,,0,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
14,0.0,荆州市投资公司,,3,6,,1996-06-17,800万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
15,0.0,九江市广安建设工程公司,12,0,4,,1979-05-21,20082万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,2
16,0.0,康师傅饮品控股有限公司,16,41,22,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
17,0.0,涞水县顺通热力有限公司,,0,,靳大勇,2010-07-19,12000.000000万人民币,翔海创展集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3
18,0.0,兰州新区铁路建设投资有限责任公司,,1,6,张名涛,2013-01-30,411837.750000万人民币,兰州新区投资控股有限公司,兰州新区产业投资基金合伙企业（有限合伙）,国开发展基金有限公司,兰州新区城市建设发展基金（有限合伙）,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,43.71%,,,,,,,,,,,31.59%,,,,,,,,,,,7.28%,0.42%,,,,,2,,,
19,0.0,廊坊市恒阳热电供热有限责任公司,,1,,,2014-03-12,1000.000000万人民币,廊坊市热力总公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20,0.0,乐清市虹达水果种植专业合作社,,0,,,未公开,500.000000万人民币,乐清市虹桥供销合作社,周丕罗,叶大为,叶月祥,周丕考,林晓琴,陈锡华,臧松兰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,,0,,,
21,0.0,梨树县中联石化天然气有限公司,,0,,,2014-03-10,15780万人民币,刘振方,刘振方,顾学挺,顾学挺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47%,,,,,,,,,,,86.56%,,,,,,,,,,,2.69%,,,,,,,,,,,2.53%,,,,,,0,刘振方,,
22,0.0,连云港海通集团有限责任公司,1,108,20,仲伟涛,2001-08-21,25000万人民币,江苏连云发展集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,刘永能,,
23,0.0,龙岩交通发展集团有限公司,1,49,15,吕荣裕,2009-08-14,39573.000000万人民币,福建省龙岩市人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,廖旭,,
24,0.0,卢龙县城镇房地产开发有限公司,,0,,路全忠,2009-05-31,2000.000000万人民币,中国农发重点建设基金有限公司,卢龙县国有资产经营管理中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,孙俊杰,,2
25,1.0,洛阳水利建设投资集团有限公司,,5,11,马向军,2010-04-28,50000万人民币,洛阳市人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,马向军,,8
26,2.0,洛阳水利勘测设计有限责任公司,12,2,,曹国东,1987-12-12,1330万人民币,北京中资华宇环保技术有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王家会,15,166
27,0.0,茂名市建筑集团有限公司,38,102,13,张成灿,2000-01-17,18683万人民币,茂名市建筑工程总公司房地产开发公司,茂名市建筑工程总公司工程部,茂名市建筑工程总公司第八公司,茂名市建筑工程总公司工业设备安装公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.89%,,,,,,,,,,,30.33%,,,,,,,,,,,9.26%,,,,,,,,,,,5.52%,,,,,,160,张成灿,8,90
28,0.0,美国金州（控股）集团有限公司,,0,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
29,0.0,美锦能源集团有限公司,1,125,48,姚俊良,2000-12-18,39888.000000万人民币,姚俊良,姚俊杰,高反娥,姚四俊,姚俊花,姚三俊,姚俊卿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33%,,,,,,,,,,,16.67%,,,,,,,,,,,16.67%,,,,,,,,,,,16.67%,16.67%,未公开,未公开,,,27,姚俊良,,
30,0.0,南和县供水有限责任公司,,0,3,赵俊忠,1999-12-24,55.000000万人民币,南和县水务总公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2
31,0.0,南京公用水务有限公司,,35,,罗亓,2000-12-14,75380.000000万人民币,南京水务集团有限公司,南京丰泽建设工程股份有限公司,南京市市政管理处（南京市市政工程质量安全监督站）,南京市给排水工程设计院有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.18%,,,,,,,,,,,2.26%,,,,,,,,,,,0.34%,,,,,,,,,,,0.23%,,,,,,3,张斌,,
32,0.0,南京市交通建设投资控股（集团）有限责任公司,,295,23,乔海滨,2002-11-28,258215.630000万人民币,南京市国有资产管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张映芳,,
33,0.0,南京长江第三大桥有限责任公司,,30,1,严卫兵,2003-01-28,108000万人民币,南京市交通建设投资控股（集团）有限责任公司,亿阳集团股份有限公司,深圳高速公路股份有限公司,南京市浦口区国有资产投资经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00%,,,,,,,,,,,25.00%,,,,,,,,,,,25.00%,,,,,,,,,,,5.00%,,,,,,11,张映芳,,
34,0.0,南南铝业股份有限公司,1,77,8,周文标,1993-04-26,11700.000000万人民币,唐永兵,蔡权初,李月旬,刘杰,彭自业,杜宝珍,林卓毅,庞宇,周均宁,陈庆武,陈建平,叶新枝,陈平,黄剑鸣,赵先界,陈良,黄文汉,李先姣,唐秀英,谢逢春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54%,0.52%,0.50%,0.48%,0.48%,0.43%,0.43%,0.40%,0.29%,0.25%,7.33%,0.24%,,,,,,,,,,4.27%,,,,,,,,,,,0.88%,,,,,,,,,,,0.85%,0.77%,0.65%,0.63%,0.63%,0.56%,22,郑玉林,270,1
35,0.0,南宁大商汇实业有限公司,1,0,4,张明贵,2006-06-01,24127.000000万人民币,昆明大商汇实业有限公司,宁波梅山保税港区泽珑投资管理合伙企业（有限合伙）,四川新希望房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.00%,,,,,,,,,,,21.25%,,,,,,,,,,,15.75%,,,,,,,,,,,,,,,,,5,张明贵,,2
36,0.0,南宁广发重工集团有限公司,1,18,11,戴双华,2005-12-01,33353.557520万人民币,南宁产业投资集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,秦春林,31,21
37,0.0,南宁建宁水务投资集团有限责任公司,,21,21,梁侠津,2004-08-29,92763.590000万人民币,南宁人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,黄东海,,120
38,0.0,南宁市创良建设投资有限责任公司,,3,2,梁万欢,2012-03-23,2412.190000万人民币,南宁市良庆区人民政府,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,韦宏俊,,66
